,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
90564,1460146145,"""Monsters In Ties"" Graphic Novel",Art Books,Publishing,USD,2012-12-31,6000.0,2012-12-01 23:28:21,3553.0,failed,78,US,3553.0,3553.0,6000.0
203982,2038979412,SURIYAN: Comes the Dawn - An Indian Super hero,Comics,Comics,USD,2012-01-22,1000.0,2011-11-23 08:04:00,0.0,failed,0,US,0.0,0.0,1000.0
11504,1057682362,Jelly Grip Pro Tripod Mount,Camera Equipment,Technology,USD,2017-09-13,5000.0,2017-08-14 19:05:44,2893.0,failed,90,US,706.0,2893.0,5000.0
316866,684060850,INSECTION (Canceled),Video Games,Games,GBP,2013-08-03,280000.0,2013-07-02 20:55:15,71658.0,canceled,1256,GB,109010.92,111252.91,434715.11
24479,1124270675,Character Development System for Unity® by drume3D,Software,Technology,AUD,2016-12-08,2000.0,2016-11-08 09:57:51,235.0,failed,17,AU,0.0,175.48,1493.43
371788,964547062,The Odds Game,Playing Cards,Games,AUD,2015-12-18,3000.0,2015-11-18 02:04:57,2682.0,failed,45,AU,1908.54,1911.21,2137.82
336413,783526904,The Angola Project,Documentary,Film & Video,USD,2009-10-31,2000.0,2009-09-09 17:23:40,2050.0,successful,34,US,2050.0,2050.0,2000.0
207307,205647667,Pooch Pasta,Small Batch,Food,USD,2016-09-10,2500.0,2016-08-11 23:31:34,2750.0,successful,19,US,98.0,2750.0,2500.0
160171,1814630724,The Golden State (Canceled),Shorts,Film & Video,USD,2012-10-30,25000.0,2012-10-10 18:03:51,634.0,canceled,9,US,634.0,634.0,25000.0
366349,936587959,"Pomegranate BBQ Sauce - Smoky, Tangy With A Kick! (Canceled)",Food,Food,USD,2013-12-08,20000.0,2013-11-08 05:19:36,176.0,canceled,21,US,176.0,176.0,20000.0
674,1003308182,The Panini Company,Restaurants,Food,GBP,2016-03-18,275000.0,2016-02-17 18:44:21,3.0,failed,3,GB,4.33,4.35,398394.83
122655,1622923168,"Mosy Mount and KiqStiq, for iPhone, iPad & more",Product Design,Design,USD,2012-11-11,30000.0,2012-10-16 09:08:51,2045.0,failed,49,US,2045.0,2045.0,30000.0
56875,1289384871,MemoVase 2.0 | Flower Vase with Magnetic Bamboo Whiteboard,Product Design,Design,USD,2018-01-12,2500.0,2017-12-13 14:46:02,1055.0,live,9,US,758.0,1055.0,2500.0
153464,1780059736,Investigative journalism (Exposé ) in India,Web,Journalism,USD,2016-03-15,1000.0,2016-01-15 18:37:13,22.0,failed,3,US,22.0,22.0,1000.0
134810,1684221893,"""I Am Against""... Silence Shoot Shirts (Canceled)",Apparel,Fashion,USD,2015-06-01,3100.0,2015-04-02 21:12:42,774.0,canceled,22,US,774.0,774.0,3100.0
254624,364863147,Bull Run,Video Games,Games,GBP,2013-07-18,35000.0,2013-06-18 20:35:27,1.0,failed,1,GB,1.57,1.53,53410.65
143676,1729852528,EREBUS,Narrative Film,Film & Video,USD,2012-02-18,7500.0,2011-12-20 05:23:30,9030.22,successful,82,US,9030.22,9030.22,7500.0
109771,1557711303,The Deathwatch Beetle - A Novel of post WWII intrigue,Fiction,Publishing,USD,2012-09-14,15000.0,2012-08-15 15:40:34,1410.0,failed,15,US,1410.0,1410.0,15000.0
35943,1182436939,Lab1500 Mural,Public Art,Art,USD,2013-11-01,8500.0,2013-10-02 12:40:22,8706.0,successful,116,US,8706.0,8706.0,8500.0
244292,312400298,Secret Sun - a new album by Norbert Kristof,Indie Rock,Music,USD,2014-09-22,8000.0,2014-08-23 23:52:02,116.0,failed,6,US,116.0,116.0,8000.0
208503,2062593369,100 Song Album,Jazz,Music,USD,2017-06-29,1000.0,2017-06-26 00:48:47,5.0,failed,1,US,5.0,5.0,1000.0
262351,404469425,Drunken Elephant Rampage,Video Games,Games,USD,2012-05-01,40000.0,2012-03-08 21:49:55,2163.11,failed,47,US,2163.11,2163.11,40000.0
371976,965392910,From Myth to Fairy Tale,Academic,Publishing,USD,2015-05-28,2500.0,2015-04-28 22:33:30,2590.0,successful,39,US,2590.0,2590.0,2500.0
128084,1650165595,Real California Trees Clothing,Apparel,Fashion,USD,2015-07-21,5000.0,2015-05-22 01:03:56,0.0,failed,0,US,0.0,0.0,5000.0
222966,2135880191,The Milk Truck,Public Art,Art,USD,2011-07-27,10000.0,2011-06-27 20:28:23,15577.0,successful,405,US,15577.0,15577.0,10000.0
275053,469538133,Nana's Homely Kid Potato Salad.,Food,Food,USD,2014-09-11,10000.0,2014-08-12 20:08:07,0.0,failed,0,US,0.0,0.0,10000.0
144351,1733301106,The Poundshop Cart: A portable pop-up shop!,Product Design,Design,GBP,2017-10-22,16500.0,2017-09-18 18:16:25,1351.0,canceled,12,GB,13.59,1768.9,21603.93
114395,1581003260,SAID IT FIRST,Apps,Technology,USD,2015-08-22,10000.0,2015-07-23 11:32:26,7.0,failed,2,US,7.0,7.0,10000.0
29780,1151350359,THE STATIC DIAL RECORDING AND PROMOTION,Indie Rock,Music,USD,2012-03-01,8000.0,2012-01-31 20:59:11,130.0,failed,4,US,130.0,130.0,8000.0
366791,939019370,Standing Pine Camouflage BDU Pants and Shirts.,Apparel,Fashion,USD,2014-12-03,92000.0,2014-11-03 22:00:04,20.0,failed,1,US,20.0,20.0,92000.0
252727,355462104,Dog Greeting Cards,Printing,Crafts,EUR,2015-12-08,500.0,2015-10-09 20:50:08,63.0,failed,4,NL,70.9,68.99,547.5
199350,2015208374,Clayton (or Eli) Smokes and Talks to You,Publishing,Publishing,USD,2016-11-30,250.0,2016-10-31 18:30:05,5.0,failed,1,US,0.0,5.0,250.0
217432,21076767,SLUTEVER DO AMERICA TOUR,Rock,Music,USD,2011-07-01,2000.0,2011-06-01 21:05:20,2230.43,successful,51,US,2230.43,2230.43,2000.0
27588,1140068386,Prepotent Board Game (Canceled),Tabletop Games,Games,USD,2014-04-14,24000.0,2014-03-15 17:50:26,742.0,canceled,16,US,742.0,742.0,24000.0
138632,1704094005,"Proof is in the Pudding, Cookie, & the Cluster! Proof Food",Food,Food,USD,2014-11-02,20000.0,2014-10-03 17:27:55,20173.77,successful,134,US,20173.77,20173.77,20000.0
302979,612879299,Randy Hoffman Photography,Nature,Photography,USD,2015-05-27,3500.0,2015-04-27 21:47:19,0.0,failed,0,US,0.0,0.0,3500.0
37541,1190462445,Affordable Force Feedback Flight Sim Control Yoke,Hardware,Technology,CAD,2013-12-22,75000.0,2013-11-22 04:06:28,86005.0,successful,186,CA,82210.89,80649.85,70330.08
259781,391014136,Tahaba,Publishing,Publishing,USD,2014-12-17,10000.0,2014-11-13 05:55:39,0.0,failed,0,US,0.0,0.0,10000.0
299884,59702102,"Meditation on ""Haec Dies""",Classical Music,Music,USD,2013-10-20,200.0,2013-09-20 18:44:54,316.0,successful,16,US,316.0,316.0,200.0
104355,1530436595,30 min short 4x4 off-roading in Southern wisconsin,Film & Video,Film & Video,USD,2012-12-14,75000.0,2012-11-14 21:49:03,1.0,failed,1,US,1.0,1.0,75000.0
167272,1850824109,Mad about Siberia: Unseen Siberian film project,Documentary,Film & Video,GBP,2015-12-05,10000.0,2015-11-05 05:55:28,0.0,failed,0,GB,0.0,0.0,15157.72
108802,1553059414,The Tower,Webseries,Film & Video,GBP,2014-12-05,100.0,2014-11-19 14:53:00,165.0,successful,6,GB,258.27,258.82,156.86
284982,519854369,LOOK™ - The Digital Picture Frame Reimagined (Canceled),Hardware,Technology,USD,2015-07-02,50000.0,2015-06-02 17:32:42,60534.0,canceled,126,US,60534.0,60534.0,50000.0
354260,874807374,Without Delay Short Film,Shorts,Film & Video,USD,2013-03-07,3000.0,2013-02-07 23:31:53,296.0,failed,8,US,296.0,296.0,3000.0
288583,53844443,Black Rose,Fiction,Publishing,USD,2017-04-10,2000.0,2017-03-11 04:15:44,50.0,failed,2,US,25.0,50.0,2000.0
200453,2020808358,Arashi,Fiction,Publishing,USD,2016-04-24,8000.0,2016-03-25 17:56:57,29.0,failed,2,US,29.0,29.0,8000.0
243185,306752505,New Christian worship record Dreams I Didn't Even Know I Had,Faith,Music,USD,2014-10-30,750.0,2014-10-01 00:56:35,245.0,failed,7,US,245.0,245.0,750.0
118943,1604243983,Lava Love:  Volcano-Powered Detox,Crafts,Crafts,USD,2015-10-09,20000.0,2015-09-09 14:39:58,10179.0,failed,146,US,10179.0,10179.0,20000.0
373501,973214496,Polite Society: The Jane Austen Board Game,Tabletop Games,Games,AUD,2017-08-24,18000.0,2017-07-25 12:17:32,59388.0,successful,1243,AU,1769.25,47002.77,14246.14
231333,245788805,The Love Mugs,Ceramics,Art,USD,2016-12-31,2000.0,2016-12-01 03:05:57,40.0,failed,3,US,13.0,40.0,2000.0
195004,1992938621,UNDERGROUND FIRE THE FALL OF A 100 YEAR OLD TOWN,Documentary,Film & Video,USD,2011-07-14,10000.0,2011-06-14 05:16:00,6.0,failed,2,US,6.0,6.0,10000.0
140048,1711233457,The Longest Night,Shorts,Film & Video,USD,2011-01-18,5000.0,2010-11-19 05:48:46,1850.0,failed,10,US,1850.0,1850.0,5000.0
9525,1048037186,Moon,Shorts,Film & Video,USD,2011-05-30,1000.0,2011-04-30 02:20:32,2276.0,successful,46,US,2276.0,2276.0,1000.0
329901,750899770,Ghost Train Movie,Narrative Film,Film & Video,GBP,2013-07-17,3000.0,2013-06-17 13:31:45,3040.0,successful,10,GB,4773.42,4639.1,4578.06
230573,242148740,Looking to Record my First Studio Album & I Need Your Help!,Music,Music,USD,2014-07-05,2500.0,2014-06-06 17:57:49,75.0,failed,4,US,75.0,75.0,2500.0
97175,1493569726,Clear & Accessible Yoga for Everyone: Fundamentals and Style,Publishing,Publishing,USD,2016-07-15,15000.0,2016-06-07 21:14:30,75.0,canceled,2,US,75.0,75.0,15000.0
175584,1893073508,Within Egypt,Publishing,Publishing,USD,2014-03-13,6000.0,2014-02-11 01:51:43,86.0,failed,4,US,86.0,86.0,6000.0
358650,897097427,[STR34M] Make a movie of your life.,Photography,Photography,USD,2015-09-07,500.0,2015-07-24 04:05:42,50.0,failed,5,US,50.0,50.0,500.0
330385,753143716,The Scotty Karate Vinyl Round-Up (Scotch Bonnet),Indie Rock,Music,USD,2011-09-06,1500.0,2011-08-04 22:39:10,302.0,failed,14,US,302.0,302.0,1500.0
14949,1075331763,Bully Beard Balm,Crafts,Crafts,USD,2016-12-21,500.0,2016-11-21 14:45:46,5.0,failed,1,US,0.0,5.0,500.0
45533,1231313153,Skill Builder Workbooks,Academic,Publishing,USD,2016-06-01,5000.0,2016-05-11 18:33:26,0.0,failed,0,US,0.0,0.0,5000.0
108706,1552637119,Awesome SAT/GRE Flashcards,Publishing,Publishing,USD,2014-04-04,3000.0,2014-03-05 03:50:38,296.0,failed,12,US,296.0,296.0,3000.0
81623,1415111467,"Butch Vs Femme - ""Eat Yr Heart Out!"" Album Kickstarter!",Punk,Music,USD,2015-01-08,1800.0,2014-12-04 08:03:44,1912.0,successful,36,US,1912.0,1912.0,1800.0
5328,1027144241,Silvon: Bedding Basics Reimagined,Product Design,Design,USD,2016-06-17,20000.0,2016-05-16 13:43:57,537823.5,successful,4730,US,537823.5,537823.5,20000.0
218900,2114901924,autonomy,Art Books,Publishing,USD,2014-04-26,1000.0,2014-03-27 04:50:37,0.0,failed,0,US,0.0,0.0,1000.0
31719,1161202137,SHADOW,Science Fiction,Film & Video,USD,2014-09-30,3000.0,2014-08-09 05:32:50,50.0,failed,4,US,50.0,50.0,3000.0
190547,1969787199,Brock Poke Scythers,Tabletop Games,Games,USD,2016-09-26,1500.0,2016-08-26 00:14:43,430.0,failed,11,US,225.0,430.0,1500.0
282190,505815613,Booze Droid,Apps,Technology,AUD,2015-11-14,10000.0,2015-10-15 23:15:33,0.0,failed,0,AU,0.0,0.0,7209.29
114496,1581505999,The Blues and Grays,Country & Folk,Music,USD,2012-04-21,5000.0,2012-03-22 16:31:02,21.0,failed,2,US,21.0,21.0,5000.0
133904,1679527929,Because of the Brave - A Tribute to our Fallen Heroes,Music,Music,USD,2014-05-31,8500.0,2014-04-29 03:51:21,877.0,failed,13,US,877.0,877.0,8500.0
93915,1477380761,Edenfield Debut Album,Rock,Music,USD,2012-09-03,4000.0,2012-07-05 19:40:42,1044.0,failed,25,US,1044.0,1044.0,4000.0
322197,710686971,jakepopdoodles badge making machine,Printing,Crafts,EUR,2016-04-04,300.0,2016-03-21 19:00:45,827.0,successful,32,IE,932.01,939.72,340.89
336153,782376245,Bash,Webseries,Film & Video,USD,2013-11-01,2000.0,2013-10-11 01:27:57,2110.0,successful,27,US,2110.0,2110.0,2000.0
24484,1124289295,Send Amber Rose Johnson to the Russian Opera Workshop,Classical Music,Music,USD,2014-04-29,2000.0,2014-04-09 01:51:47,2350.0,successful,29,US,2350.0,2350.0,2000.0
271025,448972958,"Ladies And Gentlemen, This Is Your Crisis!",Theater,Theater,USD,2012-06-28,1500.0,2012-06-11 23:35:41,1160.0,failed,40,US,1160.0,1160.0,1500.0
228728,232735269,Get The Tribe Printed,Print,Journalism,GBP,2016-07-17,2000.0,2016-05-28 16:05:14,2039.0,successful,32,GB,2216.81,2670.07,2619.0
29548,1150192261,New Compatible Keycaps for Amiga computers,Product Design,Design,SGD,2017-01-13,102000.0,2016-11-14 15:00:16,174778.0,successful,808,SG,26580.08,122539.44,71513.71
134107,1680569940,Webterapeut.dk - Vejen til Succes.,Web,Technology,DKK,2016-04-20,143000.0,2016-03-11 07:31:13,1200.0,failed,4,DK,176.63,181.63,21644.04
221031,2125771174,THE PALE: Royalty and Thieves,Comics,Comics,USD,2014-05-26,12000.0,2014-04-25 23:26:00,1672.0,failed,102,US,1672.0,1672.0,12000.0
17566,1089194533,Encounter,Film & Video,Film & Video,USD,2012-09-22,7500.0,2012-08-23 22:16:49,7555.0,successful,29,US,7555.0,7555.0,7500.0
25755,1130915129,Humboldt County Guide Zine,Zines,Publishing,USD,2016-03-31,70.0,2016-03-11 19:13:00,40.0,failed,2,US,40.0,40.0,70.0
216223,2101580095,"""Music of the world""",World Music,Music,USD,2016-06-25,1000000.0,2016-04-26 23:15:30,0.0,failed,0,US,0.0,0.0,1000000.0
244693,31450766,Attack of the Cyber Octopuses,Science Fiction,Film & Video,EUR,2017-02-28,18000.0,2017-01-10 00:13:14,24152.0,successful,751,IT,600.44,25516.63,19017.03
14124,1071061855,"Custom Playmats for MTG, Yugioh, WoW Card Games",Tabletop Games,Games,USD,2012-10-19,2000.0,2012-09-19 21:09:53,275.0,failed,4,US,275.0,275.0,2000.0
210386,2072164444,SolarHug Bracelet: External Charger powered by the Sun,Wearables,Technology,GBP,2015-01-16,70000.0,2014-12-17 20:51:59,20703.0,canceled,105,GB,32407.63,31413.87,106215.1
110000,155893592,"The Lifesize Mousetrap makes it's way to Detroit, Pittsburgh, New York, & Austin!",Sculpture,Art,USD,2010-08-06,6600.0,2010-06-23 09:05:56,6880.01,successful,202,US,6880.01,6880.01,6600.0
345,1001565620,Virtual Addiction Recovery Website & Phone App/ Saving life,Apps,Technology,USD,2015-06-28,8500.0,2015-04-29 16:49:07,0.0,failed,0,US,0.0,0.0,8500.0
78175,1397688528,The Privilege of Death (How Things Went From Bad to Good),Theater,Theater,USD,2010-06-01,3000.0,2010-04-28 04:42:41,3770.0,successful,34,US,3770.0,3770.0,3000.0
294505,568884675,Amazing Pet Antics and Mishaps,Publishing,Publishing,USD,2012-03-23,15000.0,2012-01-23 20:32:55,0.0,failed,0,US,0.0,0.0,15000.0
217677,2108848823,Go-Go Boy Interrupted Season 2,Comedy,Film & Video,USD,2015-10-08,65000.0,2015-09-08 09:11:54,69033.5,successful,450,US,69033.5,69033.5,65000.0
60718,130867099,Nea Batera - Drumming videos *New stretch goal & reward*,Metal,Music,EUR,2016-02-06,1650.0,2016-01-07 18:32:02,3093.0,successful,44,FR,3325.03,3487.35,1860.37
244304,312480765,Place Relations,Art,Art,USD,2017-07-01,25000.0,2017-06-02 19:09:36,25033.0,successful,82,US,3252.0,25033.0,25000.0
188558,1959559767,Zombie Craze,Tabletop Games,Games,CAD,2015-10-23,15000.0,2015-10-16 17:44:46,90.0,failed,4,CA,69.63,68.88,11479.3
71872,1365958357,The Strong Talk 'Puritan' EP,Indie Rock,Music,USD,2012-04-21,800.0,2012-03-13 02:07:48,1500.05,successful,34,US,1500.05,1500.05,800.0
368185,945750742,"First Album ""FINALLY"" (Canceled)",Pop,Music,USD,2013-05-22,15000.0,2013-04-22 01:18:39,40.0,canceled,2,US,40.0,40.0,15000.0
71230,1362654401,The Best of The Bay: Photo Flip Book,Photography,Photography,USD,2013-12-16,10000.0,2013-11-16 20:26:11,0.0,failed,0,US,0.0,0.0,10000.0
16878,1085541059,A debt paid masterfully,Comedy,Film & Video,USD,2017-02-09,15000.0,2017-01-10 20:25:41,0.0,failed,0,US,0.0,0.0,15000.0
233768,25828679,Treasure Hunt the Party Card Game,Tabletop Games,Games,USD,2015-07-01,10000.0,2015-06-10 03:27:02,60.0,failed,8,US,60.0,60.0,10000.0
240552,293504240,Felix 2.0 - Luxuriously Casual Slip-On Shoes,Product Design,Design,USD,2017-06-30,20000.0,2017-06-06 15:18:43,21490.0,successful,152,US,10964.0,21490.0,20000.0
25207,1127984453,Temple by Temple,Art Books,Publishing,USD,2013-09-09,7000.0,2013-08-10 16:53:40,15345.0,successful,270,US,15345.0,15345.0,7000.0
291927,555368405,Nearer The Moon Luxury Independent Lingerie in London,Apparel,Fashion,GBP,2016-06-08,3000.0,2016-05-18 23:24:55,3423.0,successful,66,GB,4948.78,4930.36,4321.09
236907,274232885,Chano's Walk - A 9 Year Old's Journey Through Landmines,Documentary,Film & Video,USD,2011-09-16,10000.0,2011-07-23 23:22:17,10230.0,successful,100,US,10230.0,10230.0,10000.0
190681,1970392912,The Crystal Crypt: Based on a short story by Philip K. Dick,Shorts,Film & Video,USD,2013-03-18,25000.0,2013-01-28 18:46:47,15463.0,failed,152,US,15463.0,15463.0,25000.0
350783,857023230,Kristoffer Gildenlöw - New Album,Music,Music,EUR,2015-10-31,8500.0,2015-09-23 19:00:07,8857.66,undefined,0,"N,0""",,9622.98,9234.41
185168,1942835202,Audio Injector Sound Card for the Raspberry Pi,Technology,Technology,AUD,2016-06-20,3750.0,2016-05-26 00:53:45,4547.0,successful,73,AU,3282.33,3374.65,2783.14
108376,1550946462,Empty Walls Street Art Festival Cardiff,Public Art,Art,GBP,2014-09-01,1500.0,2014-07-23 01:51:29,1846.0,successful,88,GB,3155.77,3008.23,2444.39
88715,1450921562,Happy Hair Bands,Ready-to-wear,Fashion,USD,2015-12-16,50000.0,2015-10-17 04:41:46,125.0,failed,2,US,125.0,125.0,50000.0
40957,1208421050,Arsenal: Arena Combat - Hammerhead Expansion,Tabletop Games,Games,USD,2016-06-08,3000.0,2016-05-17 14:59:40,4048.0,successful,116,US,4048.0,4048.0,3000.0
219486,2117973787,Occam's Razor - A USC Thesis Film,Horror,Film & Video,USD,2015-06-02,10000.0,2015-05-09 00:08:43,10109.0,successful,89,US,10109.0,10109.0,10000.0
376238,987691954,Preventing Child Car Deaths:  A Crowdsource Solution.,Technology,Technology,USD,2014-08-27,1000.0,2014-07-30 00:21:54,27.0,failed,6,US,27.0,27.0,1000.0
264771,416829464,VPeru - Art Installation & Intervention (La Casona) (Canceled),Art,Art,USD,2010-11-10,650.0,2010-10-11 02:38:24,0.0,canceled,0,US,0.0,0.0,650.0
371775,964443922,TeslaVision,Graphic Novels,Comics,USD,2015-08-06,10000.0,2015-07-07 02:08:55,156.0,failed,9,US,156.0,156.0,10000.0
342287,813542592,Bucket Pilot,Comedy,Film & Video,GBP,2016-01-13,2500.0,2015-12-14 22:49:47,2615.0,successful,92,GB,3977.69,3747.87,3583.05
226387,220769222,THE FIFI CHRONICLES,Narrative Film,Film & Video,USD,2012-04-21,72500.0,2012-03-21 01:22:16,9848.0,failed,48,US,9848.0,9848.0,72500.0
287279,531601594,The Best Bbq in Columbus in the making (Canceled),Restaurants,Food,USD,2016-03-14,92000.0,2016-02-12 04:48:43,0.0,canceled,0,US,0.0,0.0,92000.0
149047,1757517657,Feed the Jolly Octopus- Chch NZ's Best New Tattoo Studio,Art,Art,NZD,2015-11-25,4500.0,2015-10-28 00:21:39,7480.0,successful,27,NZ,5063.47,4888.25,2940.79
98919,1502129617,Leo & Sam; Beautiful enough for you but made for your pet,Pet Fashion,Fashion,CAD,2016-09-19,10000.0,2016-07-21 14:27:46,514.0,failed,13,CA,172.83,394.11,7667.54
194253,1989019428,The Northern Skies and you are Thick As Thieves!,Country & Folk,Music,USD,2011-08-05,3000.0,2011-07-06 02:44:23,3317.08,successful,57,US,3317.08,3317.08,3000.0
298310,589195918,What Lurks Under The Bed.,Video Games,Games,USD,2016-10-25,500.0,2016-09-25 19:45:26,37.0,failed,6,US,10.0,37.0,500.0
250267,342967185,The Vivaldi Project,Classical Music,Music,USD,2013-10-07,9700.0,2013-09-07 07:23:01,10500.0,successful,123,US,10500.0,10500.0,9700.0
20961,1106280977,PHX - A film about love and community during a recession.,Documentary,Film & Video,USD,2010-08-01,15000.0,2010-05-04 01:15:12,1865.0,failed,27,US,1865.0,1865.0,15000.0
163568,1832362488,KROVEN's farewell album,Rock,Music,USD,2015-02-14,1000.0,2015-01-28 05:14:36,1000.0,successful,25,US,1000.0,1000.0,1000.0
261612,400634543,Write Book About My EPIC Journey on the Appalachian Trail,Nonfiction,Publishing,USD,2015-01-13,50000.0,2014-12-14 19:33:59,117.0,failed,2,US,117.0,117.0,50000.0
274357,466182459,Art Hog Volume 2,Art Books,Publishing,USD,2014-06-19,4000.0,2014-05-20 20:32:46,9367.0,successful,142,US,9367.0,9367.0,4000.0
99326,1504164510,"Asbury Park, USA",Narrative Film,Film & Video,USD,2011-07-21,500000.0,2011-04-22 16:49:19,50.0,failed,1,US,50.0,50.0,500000.0
322020,709799751,Monro Clothing,Fashion,Fashion,NZD,2016-11-11,5000.0,2016-10-12 21:22:13,0.0,failed,0,NZ,0.0,0.0,3595.57
166232,1845606439,20 Grand's First Album,Hip-Hop,Music,USD,2014-01-01,3700.0,2013-12-02 19:54:11,5376.0,successful,68,US,5376.0,5376.0,3700.0
246329,322716663,Blubber Busters,Video Games,Games,USD,2016-10-14,340000.0,2016-09-14 00:00:01,57012.34,canceled,1110,US,11871.0,57012.34,340000.0
272475,456349724,Card Game Playmats / Giant Mouse Pads,Digital Art,Art,USD,2015-04-16,6250.0,2015-03-17 05:40:04,0.0,failed,0,US,0.0,0.0,6250.0
180997,1920956613,The Happy Family,Publishing,Publishing,USD,2014-12-14,5000.0,2014-11-13 18:43:34,130.0,failed,2,US,130.0,130.0,5000.0
233840,258717261,GABAapp a Uniquely Different Marketplace for Alcohol,Apps,Technology,USD,2015-10-15,12000.0,2015-09-15 06:21:38,564.0,canceled,4,US,564.0,564.0,12000.0
172866,1879243982,Sidekick & Hero Goes Cosmetic (Canceled),DIY,Crafts,USD,2015-06-08,300.0,2015-04-09 04:39:51,0.0,canceled,0,US,0.0,0.0,300.0
166696,1847995251,Quiz Volley (Canceled),Mobile Games,Games,USD,2014-12-21,500.0,2014-12-01 20:27:26,0.0,canceled,0,US,0.0,0.0,500.0
315906,679073212,Pamilya the movie,Shorts,Film & Video,USD,2010-08-03,3200.0,2010-06-02 10:03:20,3200.0,successful,14,US,3200.0,3200.0,3200.0
14080,107079609,Showing off  local youth's their creative art skills.,Art,Art,CAD,2014-10-23,750.0,2014-09-23 23:28:49,122.0,failed,4,CA,111.48,108.83,669.05
